,t2_5km,usodosolo,elevacao,slope,ndvi,evi,t2_1km,aspect_LE,aspec_NS
2152,309.532,13.0,128,1.2885832,3564,2257,309.314,-0.89025486,-0.4554627
2153,309.532,13.0,128,1.3134092,4362,3413,309.147,-0.3350718,-0.9421926
2154,309.532,13.0,155,2.6118236,2228,3132,309.382,-0.9908677,0.13483804
2155,309.288,13.0,37,4.0291834,2269,1648,309.42,-0.37637654,0.92646676
2156,309.288,13.0,10,1.6994247,1591,651,309.087,-0.9789974,0.20387258
2157,309.288,13.0,7,0.9326013,1575,1227,308.586,0.9884779,-0.1513654
2158,309.288,13.0,8,0.43430674,5882,3460,308.348,0.97855645,0.20597886
2159,309.288,13.0,9,0.43162268,6811,3460,307.879,0.60310876,0.797659
2160,308.019,13.0,3,0.9814296,6811,338,307.487,-0.32943088,0.9441797
2161,308.019,6.0,22,1.506658,0,0,307.376,-0.7610008,-0.6487509
2162,308.019,17.0,22,1.0373484,0,0,300.649,0.18597141,0.98255515
2163,308.019,17.0,21,1.4905419,0,0,300.38,-0.42412004,-0.905606
2164,308.019,17.0,21,1.7642976,0,0,300.381,-0.5603616,-0.828248
2165,300.034,17.0,20,1.3152819,0,0,300.357,-0.9541758,-0.29924676
2166,300.034,17.0,19,0.72024107,0,0,300.484,-0.7112266,0.7029629
2167,300.034,17.0,18,0.30010045,0,0,301.142,-0.13753985,0.9904962
2168,300.034,17.0,16,0.19983517,0,0,302.505,0.827013,-0.5621828
2169,300.034,17.0,16,,0,0,303.045,,
2170,308.088,13.0,10,,3206,2236,308.948,,
2171,308.088,13.0,7,0.25575697,2922,1996,309.24,0.07092684,0.9974815
2172,308.088,13.0,8,0.66478497,3328,1994,309.108,-0.90513724,-0.42511952
2173,308.088,13.0,5,0.882153,3328,2501,308.812,-0.634378,-0.773023
2174,308.088,13.0,3,0.7517819,4997,3445,309.076,-0.30966172,0.9508468
2175,307.839,12.0,2,0.40315875,4429,3588,307.944,0.6533264,0.7570764
2176,307.839,8.0,2,0.21268876,7782,3945,308.51,0.72045267,-0.6935041
2177,307.839,5.0,2,0.2762748,7912,3095,307.876,-0.87289894,-0.48790103
2178,307.839,12.0,6,0.1496936,6408,3453,307.831,0.35629034,-0.9343753
2179,307.839,14.0,4,0.12867446,8459,4897,307.601,0.9746275,-0.22383313
2180,307.743,14.0,9,0.069984965,8245,5107,307.703,-0.24571696,-0.96934164
2181,307.743,14.0,4,0.17923757,7962,4861,307.771,-0.12904908,0.9916382
2182,307.743,14.0,6,0.23025417,7837,5479,307.564,-0.88022137,-0.47456333
2183,307.743,12.0,10,0.65163636,6978,5229,307.689,0.45934293,-0.888259
2184,307.743,12.0,19,0.5138562,5549,5229,307.52,-0.789626,0.6135884
2185,308.659,13.0,25,0.09055809,3673,2268,308.485,-0.2620826,0.96504545
2186,308.659,13.0,25,0.33050853,5537,3620,308.385,-0.25236136,-0.96763307
2187,308.659,13.0,14,0.62101954,7740,3568,308.436,-0.94654244,-0.3225793
2188,308.659,13.0,10,0.3039651,7780,5387,308.577,0.9684727,-0.24911964
2189,308.659,12.0,14,0.29850194,3453,4518,306.981,0.55836266,-0.829597
2190,308.476,13.0,21,0.43195218,5038,3114,308.517,0.4358955,-0.8999973
2191,308.476,13.0,23,0.35733953,5967,3717,308.459,-0.23023258,-0.97313565
2192,308.476,12.0,19,0.6365614,5660,3114,307.36,0.8230016,0.56803906
2193,308.476,12.0,21,1.5658178,3550,3120,307.384,-0.37952414,0.9251818
2194,308.476,13.0,26,2.1978245,4816,3288,308.521,-0.26529372,0.96416765
2195,307.771,13.0,26,2.2764106,3389,2440,308.434,0.7288551,0.684668
2196,307.771,13.0,27,1.6423597,6206,3632,308.559,-0.44807363,0.89399666
2197,307.771,13.0,41,0.92272687,5943,4209,308.629,0.32828876,-0.9445774
2198,307.771,13.0,43,1.4874084,6040,4197,308.597,-0.7401505,-0.67244124
2199,307.771,13.0,69,1.1628069,5661,3368,308.382,-0.9895833,0.14396143
2200,307.278,13.0,84,0.19123988,4276,2640,308.329,-0.9304035,-0.36653703
2201,307.278,13.0,76,1.0299246,5910,3340,308.504,-0.99617076,-0.08742923
2202,307.278,13.0,48,1.1493298,4319,2929,308.62,-0.907829,0.4193406
2203,307.278,13.0,39,0.44851714,2692,3581,308.721,-0.9991984,0.04003206
2204,307.278,13.0,39,0.28334475,2921,1526,308.99,0.97485167,0.22285478
2205,308.106,13.0,42,0.3039651,2658,1466,309.259,0.9684727,-0.24911964
2206,308.106,13.0,38,0.6057663,2133,1314,309.225,0.2577186,-0.96622
2207,308.106,13.0,34,0.44347113,2477,1477,309.284,-0.4420679,-0.8969816
2208,308.106,13.0,30,0.37547386,3944,1804,309.358,0.025043312,-0.99968636
2209,308.106,13.0,29,0.8215742,3399,2131,309.207,-0.027409034,0.9996243
2210,309.118,13.0,25,0.50192064,4768,2528,309.402,-0.99963576,-0.026989052
2211,309.118,13.0,30,0.5551486,5425,2561,309.563,-0.99994695,-0.010302179
2212,309.118,13.0,28,0.5348311,5425,2576,309.836,-0.45267582,-0.8916752
2213,309.118,13.0,28,0.37883174,4099,3209,309.587,0.82716143,0.5619644
2214,309.118,10.0,25,0.7661649,2942,1993,309.926,0.5689157,0.8223958
2215,309.42,13.0,28,0.81736916,2193,1230,310.003,-0.42747077,0.9040292
2216,309.42,13.0,21,0.4800644,2420,1726,310.0,0.62252086,-0.7826032
2217,309.42,13.0,23,1.0852809,2235,1987,309.766,0.106831215,0.9942772
2218,309.42,13.0,34,4.14225,5730,1241,309.513,-0.985309,-0.17078117
2219,309.42,13.0,173,0.9034643,5730,2549,309.169,0.2806926,0.95979774
2220,309.532,13.0,64,2.9086494,4219,3040,308.975,-0.59623426,-0.80281055
2221,309.532,13.0,44,1.0928499,3962,2871,309.32,-0.9998167,-0.019145487
2222,309.532,13.0,22,3.3201325,2418,1853,309.6,0.8861413,0.46341515
2223,309.532,13.0,22,4.848815,2469,1878,309.5,-0.5828336,-0.81259155
2224,309.532,13.0,50,4.786137,1898,2492,309.289,-0.95303524,0.30285934
2225,309.288,13.0,27,2.795376,2293,881,308.876,-0.95873827,-0.28429022
2226,309.288,13.0,51,0.512209,1848,1131,308.346,-0.9314106,-0.36397016
2227,309.288,13.0,10,1.526322,1924,1099,308.447,0.6485925,-0.7611359
2228,309.288,13.0,9,0.36787513,4711,2727,308.15,0.09064313,-0.99588346
2229,309.288,13.0,23,0.23139186,6625,3716,307.626,0.9969176,-0.07845542
2230,308.019,13.0,3,0.82077956,2634,3717,307.136,-0.7367069,-0.6762122
2231,308.019,13.0,48,1.4708962,0,0,306.682,-0.76362336,0.64566195
2232,308.019,13.0,48,0.811209,0,0,306.428,-0.14217098,0.9898421
2233,308.019,17.0,59,0.4699659,0,0,300.526,0.734574,-0.67852855
2234,308.019,17.0,51,0.82837814,0,0,300.511,-0.5922303,-0.8057687
2235,300.034,17.0,37,0.761638,0,0,300.451,0.91492563,0.40362248
2236,300.034,17.0,29,0.5506132,0,0,300.428,0.9776554,-0.210214
2237,300.034,17.0,22,0.17969273,0,0,301.066,0.34431916,0.93885267
2238,300.034,17.0,28,0.12966847,0,0,302.459,0.67618376,-0.736733
2239,300.034,11.0,27,,0,0,309.22,,
2240,308.088,14.0,12,,4328,2409,308.055,,
2241,308.088,12.0,7,0.24197578,4428,2397,308.6,0.30930358,0.9509634
2242,308.088,13.0,8,0.18111826,3328,2979,309.337,0.93056846,-0.366118
2243,308.088,13.0,5,0.22420636,4733,2599,308.874,-0.6250567,0.7805793
2244,308.088,13.0,3,0.0798806,6490,4257,309.115,-0.1968739,-0.9804288
2245,307.839,7.0,2,0.12966841,6343,4063,308.533,-0.8981211,0.43974814
2246,307.839,12.0,2,0.13457172,6343,4492,307.45,-0.30397758,-0.95267916
2247,307.839,9.0,2,0.24073343,6905,4340,307.923,-0.99880767,-0.048818003
2248,307.839,12.0,6,0.12098789,6905,4340,307.633,-0.9469677,-0.32132867
2249,307.839,12.0,4,0.07635727,7852,5017,307.643,-0.5984601,-0.80115265
2250,307.743,12.0,9,0.07038676,8011,4974,307.688,0.984382,-0.17604594
2251,307.743,8.0,4,0.10447819,8280,5082,308.643,0.12303166,0.99240273
2252,307.743,12.0,6,0.34857818,7837,5032,307.447,0.78587914,0.6183801
2253,307.743,13.0,10,0.5727997,7016,4340,308.666,-0.97030586,0.24188125
2254,307.743,13.0,19,0.4095691,6532,3751,308.701,0.7914351,-0.6112532
2255,308.659,13.0,15,0.42232057,4949,3068,308.558,0.984382,-0.17604594
2256,308.659,14.0,15,0.35067877,5228,3055,307.442,-0.967926,-0.2512354
2257,308.659,13.0,26,0.31154865,4070,2403,308.416,0.25574243,-0.96674496
2258,308.659,13.0,14,0.5746998,6770,4247,308.625,-0.9072402,0.42061287
2259,308.659,5.0,12,0.16229628,6776,5084,307.511,-0.9958982,0.09048097
2260,308.476,13.0,14,0.5991045,7027,3815,308.526,-0.66765624,0.7444697
2261,308.476,13.0,24,0.3183715,6977,3643,308.543,0.99493456,-0.10052475
2262,308.476,12.0,23,0.98587084,3943,2361,307.305,-0.7663891,-0.64237666
2263,308.476,13.0,48,2.3085601,3344,1852,308.431,-0.90386844,-0.42781058
2264,308.476,13.0,72,2.1695452,3163,1879,308.548,-0.8185307,-0.5744628
2265,307.771,13.0,72,2.0737085,4063,2370,308.476,0.9792182,0.20280968
2266,307.771,13.0,64,1.8113785,5553,3404,308.495,-0.8945916,-0.44688463
2267,307.771,13.0,35,0.512233,3976,2113,308.558,-0.93211,-0.3621752
2268,307.771,13.0,50,2.1867955,3802,2216,308.573,-0.24144018,-0.9704157
2269,307.771,13.0,53,1.539982,4292,1969,308.526,0.9413704,0.3373747
2270,307.278,13.0,47,1.8808473,5108,2897,308.503,0.9084464,0.4180014
2271,307.278,13.0,51,2.6149797,2567,1473,308.646,0.19033995,0.98171824
2272,307.278,13.0,49,2.884857,2679,1436,308.786,-0.9903834,0.13834994
2273,307.278,13.0,44,0.6297001,2152,1224,308.755,0.90152645,-0.432724
2274,307.278,13.0,44,0.8525307,2326,1359,308.904,0.33664018,-0.94163334
2275,308.106,13.0,45,1.241356,3152,1784,309.252,0.9947026,0.10279483
2276,308.106,13.0,42,1.4402056,2245,1309,309.29,0.6214157,-0.78348106
2277,308.106,13.0,39,1.091574,2885,1707,309.195,-0.74805176,0.6636404
2278,308.106,13.0,37,0.6288437,4483,1625,309.33,0.8540981,0.5201119
2279,308.106,13.0,36,0.8821325,2631,2466,309.253,0.9938171,-0.111029826
2280,309.118,13.0,35,1.1004765,3460,1909,309.343,-0.92783266,-0.37299672
2281,309.118,13.0,47,0.9167293,7551,3777,309.362,-0.4058972,-0.91391873
2282,309.118,5.0,26,0.8838104,6859,3977,309.874,-0.81429935,0.5804452
2283,309.118,13.0,26,0.7802643,5897,3912,308.658,-0.13922483,0.9902608
2284,309.118,13.0,35,0.7575068,2786,1792,308.91,0.16384272,-0.9864865
2285,309.42,13.0,40,0.71938956,2171,1522,310.164,0.6057011,0.79569227
2286,309.42,13.0,26,0.8046328,2078,1320,309.895,-0.74158716,-0.67085654
2287,309.42,13.0,29,1.3994273,2861,1485,309.695,-0.74430215,-0.66784304
2288,309.42,13.0,37,2.5224278,5181,1515,309.596,0.9980044,0.063145086
2289,309.42,13.0,50,2.9187782,4754,2699,309.127,-0.4170086,-0.9089025
2290,309.532,13.0,67,2.9518232,2771,1704,309.0,-0.9210265,0.38949984
2291,309.532,13.0,47,1.3386863,2900,2080,309.365,0.008786196,0.9999614
2292,309.532,13.0,47,0.7262473,2643,1268,309.648,0.60649586,-0.7950866
2293,309.532,13.0,32,0.5090057,2630,2010,309.614,-0.37495157,-0.9270444
2294,309.532,13.0,19,0.7598257,2417,1517,309.277,0.14070219,-0.990052
2295,309.288,13.0,12,0.657436,2022,1383,308.581,-0.45376468,0.89112157
2296,309.288,13.0,17,0.74330604,3181,1263,308.157,0.10115019,0.99487114
2297,309.288,13.0,43,1.0613708,4357,3139,308.182,-0.42786446,0.9038429
2298,309.288,13.0,7,0.9742064,3468,1622,307.975,-0.9989359,-0.04612072
2299,309.288,13.0,4,0.44867986,3076,2330,307.638,0.99852383,0.054315593
2300,308.019,13.0,7,0.69599825,1951,819,307.194,0.9965731,-0.082716815
2301,308.019,13.0,4,1.1273335,0,0,306.557,0.71543664,0.6986776
2302,308.019,17.0,4,1.7125795,0,0,300.275,-0.98333585,-0.18179828
2303,308.019,17.0,35,1.9681107,0,0,300.645,0.56071717,-0.8280074
2304,308.019,17.0,31,1.7423824,0,0,300.602,-0.9788368,0.2046425
2305,300.034,17.0,27,1.3744056,0,0,300.591,0.995011,-0.09976536
2306,300.034,17.0,23,1.1091313,0,0,300.469,-0.4255713,0.90492487
2307,300.034,17.0,18,0.9569028,0,0,301.01,-0.4285433,-0.90352124
2308,300.034,17.0,14,0.720244,0,0,302.359,0.9890757,0.1474082
2309,300.034,17.0,9,,0,0,303.452,,
2310,308.088,8.0,5,,8373,4112,309.009,,
2311,308.088,5.0,4,0.24003635,8220,4742,308.66,-0.9281088,0.37230906
2312,308.088,8.0,3,0.09723957,6311,4605,307.284,-0.9373012,-0.34852034
2313,308.088,5.0,4,0.12727109,7467,4290,308.436,-0.28369108,0.9589157
2314,308.088,7.0,2,0.037423927,6889,4486,308.964,-0.9972611,0.07396141
2315,307.839,4.0,7,0.1209912,5159,3660,308.112,-0.9463186,-0.32323536
2316,307.839,13.0,4,0.16524859,6049,4242,308.771,-0.19235061,-0.9813263
2317,307.839,13.0,4,0.21333036,6517,4310,308.752,-0.5274058,0.8496135
2318,307.839,13.0,9,0.017308908,6940,4169,308.732,0.25376523,-0.96726584
2319,307.839,13.0,4,0.10676744,7724,4543,308.783,-0.9996526,-0.02635599
2320,307.743,14.0,6,0.112109676,7926,4633,307.58,-0.8576654,-0.51420814
2321,307.743,12.0,4,0.13457234,8204,4441,307.625,0.9455256,-0.32554778
2322,307.743,12.0,7,0.27129197,7365,4324,307.384,-0.8960548,0.4439435
2323,307.743,13.0,13,0.35851157,5487,3175,308.741,-0.46797082,-0.88374394
2324,307.743,12.0,13,0.39446807,5515,3175,307.768,-0.32021314,-0.94734555
2325,308.659,10.0,15,0.2544395,6722,3017,307.65,-0.49972045,-0.86618674
2326,308.659,10.0,15,0.5681173,3364,2244,307.599,0.7019812,0.7121955
2327,308.659,13.0,26,0.26385918,4412,2437,308.411,0.7860369,-0.6181796
2328,308.659,7.0,14,0.75910544,3417,2456,308.254,-0.7249422,-0.6888097
2329,308.659,10.0,12,0.58624494,5666,4300,307.375,-0.51992863,-0.8542097
2330,308.476,13.0,14,0.41510722,3907,4675,308.513,0.09646944,-0.99533594
2331,308.476,13.0,24,0.44278175,3072,2118,308.562,-0.8255164,-0.56437814
2332,308.476,13.0,23,1.0292957,2650,1980,308.359,0.4816746,-0.8763501
2333,308.476,13.0,48,2.2788072,2752,2007,308.484,0.17391945,-0.98475987
2334,308.476,13.0,72,1.877168,2752,2460,308.566,-0.28036276,0.9598941
2335,307.771,13.0,72,1.4555011,2969,2730,308.47,0.4743334,0.8803453
2336,307.771,13.0,64,0.9176179,5018,2581,308.453,0.27331242,0.9619253
2337,307.771,13.0,35,1.0701823,6908,2404,308.45,0.11283496,0.9936137
2338,307.771,13.0,43,3.6789377,5508,2694,308.501,-0.41241372,0.9109967
2339,307.771,13.0,134,2.2588906,4978,3228,308.552,0.67085004,0.741593
2340,307.278,13.0,68,3.7296407,5494,2016,308.509,0.399502,-0.9167323
2341,307.278,13.0,190,3.5964098,6702,1559,308.499,0.9072448,-0.42060295
2342,307.278,13.0,53,5.593662,3807,1959,308.7,0.9306982,0.365788
2343,307.278,13.0,54,0.39966923,2563,1367,308.811,-0.045317482,-0.99897265
2344,307.278,13.0,54,0.79453677,2727,1528,308.853,-0.5053186,-0.86293286
2345,308.106,13.0,67,1.3480375,3104,1425,309.123,-0.90727615,-0.42053536
2346,308.106,13.0,77,1.4701679,2686,1369,309.359,0.38352475,0.9235306
2347,308.106,13.0,45,1.4970213,2694,1827,309.163,0.8292595,-0.55886376
2348,308.106,13.0,43,0.31442282,2644,2026,309.285,0.8546017,0.5192841
2349,308.106,13.0,44,0.7249809,2419,1057,309.258,-0.8849527,0.46568093
2350,309.118,13.0,57,1.1210581,3373,1553,309.239,0.61936736,-0.78510135
2351,309.118,13.0,42,3.6826663,5552,3091,308.939,-0.9721109,-0.23452161
2352,309.118,13.0,44,7.410868,4287,2826,309.647,-0.29015368,0.95698005
2353,309.118,13.0,44,8.915973,5315,3112,308.557,0.026117943,0.9996589
2354,309.118,13.0,42,6.8784523,2868,2694,309.418,-0.9896436,0.14354645
2355,309.42,13.0,38,3.4509258,3546,1210,310.177,-0.2844716,-0.95868444
2356,309.42,13.0,39,0.8639977,2541,1289,309.781,0.76470965,0.64437497
2357,309.42,13.0,40,1.5672143,2837,1693,309.735,-0.6335685,0.7736866
2358,309.42,13.0,74,0.94903374,3038,1369,309.409,-0.63111126,-0.7756923
2359,309.42,13.0,44,0.6420046,2073,1227,309.318,0.38529265,0.92279446
2360,309.532,13.0,41,1.0291712,1968,1527,309.372,0.74245876,0.6698918
2361,309.532,13.0,28,1.2250475,1755,1344,309.476,-0.79180336,-0.6107761
2362,309.532,13.0,28,0.75149107,2018,1067,309.563,-0.7270719,-0.68656135
2363,309.532,13.0,23,0.36927253,1473,1287,309.547,0.9992803,0.037932783
2364,309.532,13.0,21,0.8450236,2369,1487,309.255,-0.81389964,-0.5810055
2365,309.288,13.0,28,0.98841447,2369,1436,308.432,0.8573366,0.51475626
2366,309.288,13.0,22,0.41794068,1936,1975,307.997,0.12215333,0.9925112
2367,309.288,13.0,12,0.74590325,3286,2970,307.836,0.3559269,-0.9345138
2368,309.288,13.0,5,0.6235195,3268,1380,307.526,-0.7747362,-0.6322846
2369,309.288,13.0,4,0.65743524,2797,2117,307.275,0.98321164,-0.18246886
2370,308.019,13.0,7,0.69493955,1637,1242,307.007,0.977336,0.21169409
2371,308.019,13.0,21,0.4800727,0,0,306.72,0.25716707,-0.96636695
2372,308.019,17.0,21,0.336329,0,0,300.589,-0.2497702,-0.9683052
2373,308.019,17.0,11,0.436902,0,0,300.674,-0.2007509,-0.97964233
2374,308.019,17.0,16,0.80959696,0,0,300.791,0.9417135,-0.33641592
2375,300.034,17.0,12,1.0334456,0,0,300.785,0.849332,-0.52785903
2376,300.034,17.0,8,0.8299588,0,0,300.552,-0.9904823,-0.13764043
2377,300.034,17.0,5,0.53087854,0,0,301.044,0.64683074,-0.7626336
2378,300.034,17.0,5,0.5717766,3953,0,302.52,0.17973405,-0.98371524
2379,300.034,17.0,30,,3953,1742,303.321,,
2380,308.088,8.0,4,,7296,4376,309.192,,
2381,308.088,7.0,3,0.17255153,7296,3470,308.854,0.9390013,-0.34391356
2382,308.088,4.0,5,0.29312533,8001,5589,307.207,0.9956479,-0.09319466
2383,308.088,4.0,7,0.27695292,7848,5693,308.767,0.25178325,-0.96778363
2384,308.088,14.0,2,0.19323923,7683,5642,307.966,-0.7493778,0.6621427
2385,307.839,5.0,5,0.41739678,4832,5642,307.915,0.9672503,-0.25382447
2386,307.839,5.0,5,0.38968423,5669,3914,308.047,0.9853488,-0.17055126
2387,307.839,5.0,6,0.12116691,5939,3979,308.03,0.25178325,-0.96778363
2388,307.839,13.0,5,0.10676905,5951,3236,308.847,-0.99960613,-0.02806434
2389,307.839,13.0,3,0.039945435,6720,5321,308.844,-0.8832146,-0.46896908
2390,307.743,13.0,4,0.19413666,7936,4909,308.65,0.99591804,-0.09026199
2391,307.743,12.0,11,0.12942445,5496,4056,307.531,0.99591804,-0.09026199
2392,307.743,13.0,8,0.09384879,5496,3281,308.589,0.984382,-0.17604594
2393,307.743,12.0,7,0.24655357,7378,4057,307.896,0.98741955,0.15812221
2394,307.743,10.0,7,0.46060467,7554,4019,307.918,-0.20413058,-0.97894365
2395,308.659,5.0,12,0.6062844,5884,3220,307.663,-0.26578903,0.9640312
2396,308.659,10.0,12,0.62506056,4283,2438,307.54,0.86261976,0.5058529
2397,308.659,10.0,22,1.7252065,5017,2855,307.582,-0.82653886,0.5628797
2398,308.659,13.0,34,2.220135,6208,3477,308.428,0.27694428,-0.960886
2399,308.659,12.0,24,2.2955346,3936,2201,307.079,0.25665328,-0.96650356
2400,308.476,13.0,16,1.0104532,3230,2530,308.436,0.5386726,0.8425152
2401,308.476,13.0,19,0.12004115,3230,1828,308.631,-0.14090942,0.9900225
2402,308.476,13.0,23,0.66697747,2966,1588,308.531,-0.9990935,0.042570047
2403,308.476,13.0,23,1.5332168,2735,1455,308.543,-0.34938836,0.936978
2404,308.476,13.0,37,1.5792953,3074,1742,308.569,0.6248411,-0.78075194
2405,307.771,13.0,37,1.4098017,5978,3255,308.488,-0.9901363,0.14010717
2406,307.771,12.0,46,1.1296501,6641,3753,307.382,0.7157333,0.6983737
2407,307.771,13.0,80,2.1305542,4100,2434,308.285,0.9080678,-0.41882312
2408,307.771,13.0,43,9.252336,7700,4108,308.341,0.96764547,-0.25231376
2409,307.771,10.0,134,8.275977,8028,4318,307.565,0.8555157,-0.5177768
2410,307.278,9.0,68,3.749122,8337,4757,307.506,-0.0823022,-0.9966074
2411,307.278,9.0,190,2.5533707,6311,3893,307.664,-0.28940788,-0.9572059
2412,307.278,13.0,53,5.130109,2820,1754,308.416,-0.9816237,0.19082671
2413,307.278,13.0,54,0.821465,3313,1932,308.855,0.75329894,-0.65767825
2414,307.278,13.0,54,2.8812394,6161,3572,308.884,0.29947373,0.95410454
2415,308.106,13.0,67,4.859124,3750,3764,308.81,-0.18674217,-0.98240894
2416,308.106,13.0,77,4.7172446,2371,1414,309.118,0.9914894,-0.13018729
2417,308.106,13.0,45,3.070202,2521,1479,309.196,-0.85905194,-0.5118884
2418,308.106,13.0,43,1.633055,4817,2869,309.332,0.4354192,-0.9002278
2419,308.106,5.0,44,2.136193,6973,2238,309.303,-0.350715,0.93648225
2420,309.118,13.0,57,2.6050193,6973,4203,308.979,-0.46839178,0.8835209
2421,309.118,5.0,79,6.411581,6219,2982,308.184,0.5398767,-0.8417441
2422,309.118,13.0,221,8.6067,6966,4358,309.261,-0.8948953,-0.44627613
2423,309.118,13.0,221,8.21213,7607,5521,309.064,0.47641724,-0.8792193
2424,309.118,10.0,210,8.972326,6359,5122,309.505,0.9477463,-0.319025
2425,309.42,10.0,53,6.7752724,3736,1820,309.622,-0.26082864,0.96538514
2426,309.42,13.0,45,0.44867963,3122,1943,309.724,-0.23028256,0.9731238
2427,309.42,13.0,51,0.99185085,5583,2568,309.649,0.061487373,0.99810785
2428,309.42,13.0,59,0.25539398,5297,3639,309.28,-0.6709263,-0.74152404
2429,309.42,13.0,56,0.9310168,5297,2775,309.506,-0.7414196,-0.67104167
2430,309.532,13.0,46,1.2987027,2682,1901,309.558,0.45004237,-0.8930072
2431,309.532,13.0,28,0.7370679,2240,1166,309.433,-0.5777269,0.8162301
2432,309.532,13.0,28,0.46359634,2073,1403,309.541,0.63792735,-0.77009654
2433,309.532,13.0,30,0.81678516,1976,1269,309.679,-0.5003,-0.8658521
2434,309.532,13.0,41,0.6373171,2211,1232,309.241,-0.5552668,0.8316723
2435,309.288,13.0,42,0.8913752,2261,1570,308.278,-0.91048104,-0.41355088
2436,309.288,13.0,14,0.7784934,2091,1570,307.95,0.24364118,0.96986544
2437,309.288,13.0,11,2.6323543,2169,1378,307.694,0.9660117,0.25849822
2438,309.288,13.0,23,3.196823,2657,2073,307.325,0.85842377,0.5129411
2439,309.288,13.0,19,2.105067,2072,1495,306.912,-0.37528816,-0.9269082
2440,308.019,13.0,17,0.053384524,1564,928,306.582,0.62072015,-0.7840322
2441,308.019,13.0,17,0.5836175,1236,607,306.403,0.9574244,0.28868413
2442,308.019,16.0,6,0.784968,890,474,306.208,0.98794246,0.15482137
2443,308.019,13.0,30,0.5693467,972,474,306.17,-0.72634643,-0.68732876
2444,308.019,13.0,16,0.7474871,756,372,306.146,0.6311704,-0.7756442
2445,300.034,13.0,3,0.5114222,1335,570,306.173,-0.62297076,-0.7822451
2446,300.034,17.0,6,0.12788238,0,0,300.657,0.0754009,0.9971533
2447,300.034,17.0,8,0.08654779,0,0,301.002,0.62465423,-0.78090143
2448,300.034,17.0,8,0.73417,0,0,302.172,-0.6950803,0.71893215
2449,300.034,1.0,5,,0,0,308.747,,
2450,308.778,2.0,4,,7296,3589,308.923,,
2451,308.778,10.0,5,0.2647314,8001,5589,308.134,0.95169985,0.30702987
2452,308.778,11.0,13,0.034620415,8039,5589,304.408,-0.99938154,-0.03516379
2453,308.778,2.0,6,0.19974002,8039,5741,308.277,-0.88267016,-0.469993
2454,308.778,9.0,4,0.21548237,3445,2097,308.48,-0.75611734,-0.65443605
2455,308.049,2.0,15,0.2303184,6329,4178,308.137,-0.88100946,-0.4730987
2456,308.049,2.0,15,0.268911,4974,2970,308.253,-0.13630854,0.99066645
2457,308.049,8.0,5,0.30361477,4399,3030,308.609,-0.43557048,-0.90015465
2458,308.049,13.0,3,0.07038651,6073,4164,308.964,0.984382,-0.17604594
2459,308.049,13.0,7,0.05338533,5779,4722,308.896,-0.9272694,0.37439474
2460,308.658,13.0,5,0.16232166,7936,4909,308.74,-0.99539787,0.095828705
2461,308.658,13.0,6,0.17255677,7553,4623,308.623,-0.5945276,0.80407524
2462,308.658,12.0,6,0.10389381,6023,3395,307.507,0.99511147,-0.09875816
2463,308.658,13.0,5,0.8113599,7180,3889,308.641,0.98835814,0.15214512
2464,308.658,13.0,12,1.7953194,5660,3142,308.729,0.331573,-0.9434296
2465,308.59,13.0,29,2.5688808,7071,3656,308.42,-0.9700326,-0.24297497
2466,308.59,9.0,29,3.7905633,6675,3481,307.546,0.908971,-0.41685927
2467,308.59,14.0,27,3.625861,6577,3555,307.214,0.853893,0.5204486
2468,308.59,10.0,91,1.5031981,7395,4026,307.365,-0.94412386,-0.32959092
2469,308.59,10.0,46,1.6767453,3936,2201,307.033,0.9666006,-0.25628746
2470,308.386,13.0,41,0.8788561,3424,2530,308.339,-0.20026307,-0.97974217
2471,308.386,13.0,17,0.4700648,3214,2490,308.598,0.09692852,-0.99529135
2472,308.386,13.0,20,0.4195649,4166,3051,308.552,0.679858,0.7333438
2473,308.386,13.0,27,0.93083197,2691,2271,308.575,-0.93636316,0.35103288
2474,308.386,13.0,41,0.75043833,3074,1742,308.585,-0.010801967,-0.99994165
2475,308.247,13.0,41,0.09056226,3883,2186,308.495,-0.6113458,0.79136354
2476,308.247,13.0,37,0.74334276,3883,2186,308.353,0.106431566,0.99432003
2477,308.247,13.0,37,4.94082,5507,2878,308.37,0.8366277,-0.54777193
2478,308.247,7.0,188,10.090809,8204,4350,308.218,-0.59091777,-0.8067318
2479,308.247,2.0,370,2.0933254,8028,4301,307.141,0.9784722,-0.20637892
2480,307.552,4.0,155,6.474304,8271,5124,306.753,0.5470481,0.83710116
2481,307.552,4.0,60,6.9203434,6358,3905,307.266,0.89478374,-0.4464998
2482,307.552,4.0,65,11.868317,6613,2650,307.978,0.5997526,-0.8001855
2483,307.552,9.0,73,16.698921,7856,4604,308.411,0.34383783,0.93902904
2484,307.552,14.0,73,19.992895,7782,4133,307.515,-0.85047656,-0.52601296
2485,307.244,9.0,189,18.650259,7610,4133,307.505,0.061350968,-0.99811625
2486,307.244,2.0,181,15.154951,5208,4004,307.794,-0.9591478,0.28290534
2487,307.244,12.0,50,10.394933,3934,3105,308.312,0.5966342,0.8025133
2488,307.244,10.0,102,8.745543,7684,4744,308.869,-0.55752146,0.8301625
2489,307.244,2.0,60,4.5233502,8147,4793,308.88,-0.9929337,0.118670665
2490,308.328,4.0,131,3.7006793,6307,3084,308.753,-0.99880064,0.048962075
